doc_id,task,domain,active_row_references,inventory_present,manifest_present,local_path,local_path_exists,source_url,public_status,inventory_public_status,manifest_public_status,rights_status_disagreement,source_candidate_id,recorded_sha256,computed_sha256,sha256_matches,blocker,release_ready,paper_ready
adafruit_feather_esp32_s2_pinout,microtext,pcb_schematic,1,True,True,visualdiff/docs/adafruit_feather_esp32_s2/adafruit_feather_esp32_s2_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-ESP32-S2-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_033,2f0403fd07247f12603ec994bd50c2d5a228d71a366f9e94fc9adeedbeed0dd7,2f0403fd07247f12603ec994bd50c2d5a228d71a366f9e94fc9adeedbeed0dd7,True,,True,True
adafruit_feather_esp32_s2_rev_c_sch,visualdiff,pcb_schematic,6,True,True,visualdiff/docs/adafruit_feather_esp32_s2/adafruit_feather_esp32_s2_rev_c_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-ESP32-S2-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_033,381e4fac24849789ff8d41e77e385b339094c8365082da515588df699112ff55,381e4fac24849789ff8d41e77e385b339094c8365082da515588df699112ff55,True,,True,True
adafruit_feather_esp32_s3_pinout,microtext,pcb_schematic,4,True,True,visualdiff/docs/adafruit_feather_esp32_s3/adafruit_feather_esp32_s3_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-ESP32-S3-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_034,41b8de067929ee3ad1d601bfa220d2ccf97621d733fa10dc374ad2daa696d811,41b8de067929ee3ad1d601bfa220d2ccf97621d733fa10dc374ad2daa696d811,True,,True,True
adafruit_feather_esp32_s3_sch,visualdiff,pcb_schematic,3,True,True,visualdiff/docs/adafruit_feather_esp32_s3/adafruit_feather_esp32_s3_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-ESP32-S3-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_034,b71cdf533f043c30c1b8ab87d476214c6a857b4f92245debe98694e88a69d398,b71cdf533f043c30c1b8ab87d476214c6a857b4f92245debe98694e88a69d398,True,,True,True
adafruit_feather_m0_adalogger_pinout,microtext,pcb_schematic,1,True,True,visualdiff/docs/adafruit_feather_m0_adalogger/adafruit_feather_m0_adalogger_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-M0-Adalogger-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_047,e482f797990c0cc1cbd150fc478bb58c642737728fe716942df3641148cc8d6d,e482f797990c0cc1cbd150fc478bb58c642737728fe716942df3641148cc8d6d,True,,True,True
adafruit_feather_m0_adalogger_sch,visualdiff,pcb_schematic,4,True,True,visualdiff/docs/adafruit_feather_m0_adalogger/adafruit_feather_m0_adalogger_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-M0-Adalogger-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_047,636dca48a4a5e4ad2ab30b6e26353d9c258b054cf2b92aaa5baa6466eee9b3c6,636dca48a4a5e4ad2ab30b6e26353d9c258b054cf2b92aaa5baa6466eee9b3c6,True,,True,True
adafruit_feather_m0_basic_proto_pinout,microtext,pcb_schematic,1,True,True,visualdiff/docs/adafruit_feather_m0_basic_proto/adafruit_feather_m0_basic_proto_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-M0-Basic-Proto-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_054,301a71b4d5511722fef23f1c27250062af756458f7405d13fc3d997d4c50f19d,301a71b4d5511722fef23f1c27250062af756458f7405d13fc3d997d4c50f19d,True,,True,True
adafruit_feather_m0_basic_proto_sch,visualdiff,pcb_schematic,3,True,True,visualdiff/docs/adafruit_feather_m0_basic_proto/adafruit_feather_m0_basic_proto_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-M0-Basic-Proto-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_054,321b6b6d35f7c0237ed51c712fc36ba67495380d394442085400454e71349c71,321b6b6d35f7c0237ed51c712fc36ba67495380d394442085400454e71349c71,True,,True,True
adafruit_feather_m0_express_pinout,microtext,pcb_schematic,4,True,True,visualdiff/docs/adafruit_feather_m0_express/adafruit_feather_m0_express_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-M0-Express-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_046,c4b472f87994431e5471fa93be4c2cf8826c8349cd98c8553a173f309e2c9fd2,c4b472f87994431e5471fa93be4c2cf8826c8349cd98c8553a173f309e2c9fd2,True,,True,True
adafruit_feather_m0_express_sch,visualdiff,pcb_schematic,4,True,True,visualdiff/docs/adafruit_feather_m0_express/adafruit_feather_m0_express_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-M0-Express-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_046,8eb1e5986ade72c1a2b66dd57ed25b6cdbedd8cf3d06005ee0b9bf230b6c61c4,8eb1e5986ade72c1a2b66dd57ed25b6cdbedd8cf3d06005ee0b9bf230b6c61c4,True,,True,True
adafruit_feather_m4_express_pinout,microtext,pcb_schematic,4,True,True,visualdiff/docs/adafruit_feather_m4_express/adafruit_feather_m4_express_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-M4-Express-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_035,74ea5c818ff0acf32f6631446a8ac253a2de4ec8c477d86defbe557849efb213,74ea5c818ff0acf32f6631446a8ac253a2de4ec8c477d86defbe557849efb213,True,,True,True
adafruit_feather_m4_express_sch,visualdiff,pcb_schematic,4,True,True,visualdiff/docs/adafruit_feather_m4_express/adafruit_feather_m4_express_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-M4-Express-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_035,e2a07108f2f4553755e68b12b92535663549eb680452f70034b84e04419e8c41,e2a07108f2f4553755e68b12b92535663549eb680452f70034b84e04419e8c41,True,,True,True
adafruit_feather_nrf52840_sense_original_sch,visualdiff,pcb_schematic,6,True,True,visualdiff/docs/adafruit_feather_nrf52840_sense/adafruit_feather_nrf52840_sense_original_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-nRF52840-Sense-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_068,f26fa308cc09d3a5d1f57941f3235a338197e2291829b13d171d88e37751cfa6,f26fa308cc09d3a5d1f57941f3235a338197e2291829b13d171d88e37751cfa6,True,,True,True
adafruit_feather_nrf52840_sense_pinout,microtext,pcb_schematic,6,True,True,visualdiff/docs/adafruit_feather_nrf52840_sense/adafruit_feather_nrf52840_sense_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-nRF52840-Sense-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_068,b1d2f865e3c21f82d30a1f8721ba9a6b0de3859ba655f35c702408d2c2989c1d,b1d2f865e3c21f82d30a1f8721ba9a6b0de3859ba655f35c702408d2c2989c1d,True,,True,True
adafruit_feather_nrf52840_sense_rev_c_sch,visualdiff,pcb_schematic,2,True,True,visualdiff/docs/adafruit_feather_nrf52840_sense/adafruit_feather_nrf52840_sense_rev_c_sch.sch,True,https://github.com/adafruit/Adafruit-Feather-nRF52840-Sense-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_068,31000e6f43f780affe149887180adfc2c6c9e330987063730370dd9b950871b3,31000e6f43f780affe149887180adfc2c6c9e330987063730370dd9b950871b3,True,,True,True
adafruit_feather_rp2040_original_sch,visualdiff,pcb_schematic,11,True,True,visualdiff/docs/adafruit_feather_rp2040/adafruit_feather_rp2040_original.sch,True,https://github.com/adafruit/Adafruit-Feather-RP2040-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_020,01aae2acd843c9f626d7119e77142e2897c8e98c5529a7c0faea2ce45402e422,01aae2acd843c9f626d7119e77142e2897c8e98c5529a7c0faea2ce45402e422,True,,True,True
adafruit_feather_rp2040_pinout,microtext,pcb_schematic,6,True,True,visualdiff/docs/adafruit_feather_rp2040/adafruit_feather_rp2040_pinout.pdf,True,https://github.com/adafruit/Adafruit-Feather-RP2040-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_020,e10a2a8c12d489d76631fa72abbc53914a1e2560ac2c23835b462261baa059ea,e10a2a8c12d489d76631fa72abbc53914a1e2560ac2c23835b462261baa059ea,True,,True,True
adafruit_feather_rp2040_rev_b_sch,visualdiff,pcb_schematic,8,True,True,visualdiff/docs/adafruit_feather_rp2040/adafruit_feather_rp2040_rev_b.sch,True,https://github.com/adafruit/Adafruit-Feather-RP2040-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_020,267d036f97b97adf4b8889ab960081856535e5f557d6cf815f5b18453c603bdf,267d036f97b97adf4b8889ab960081856535e5f557d6cf815f5b18453c603bdf,True,,True,True
adafruit_huzzah32_esp32_feather_pinout,microtext,pcb_schematic,4,True,True,visualdiff/docs/adafruit_huzzah32_esp32_feather/adafruit_huzzah32_esp32_feather_pinout.pdf,True,https://github.com/adafruit/Adafruit-HUZZAH32-ESP32-Feather-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_066,7bf736651854a04ea2d7293e124e2be86c66ef70c1f0fc3ab47c08c8f07c279b,7bf736651854a04ea2d7293e124e2be86c66ef70c1f0fc3ab47c08c8f07c279b,True,,True,True
adafruit_huzzah32_esp32_feather_sch,visualdiff,pcb_schematic,4,True,True,visualdiff/docs/adafruit_huzzah32_esp32_feather/adafruit_huzzah32_esp32_feather_sch.sch,True,https://github.com/adafruit/Adafruit-HUZZAH32-ESP32-Feather-PCB,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,cc_by_sa_open_hardware_candidate,False,pcb_066,c94cbaf666b6cde286453c09c5263a185b167b1a747a9e404b9103fc0cacc414,c94cbaf666b6cde286453c09c5263a185b167b1a747a9e404b9103fc0cacc414,True,,True,True
adafruit_itsybitsy_32u4_3v_2025,visualdiff,pcb_schematic,4,True,True,visualdiff/docs/adafruit_itsybitsy_32u4_3v/revisions/adafruit_itsybitsy_32u4_3v_2025.sch,True,https://github.com/adafruit/Adafruit-ItsyBitsy-32u4-PCB.git,cc_by_sa_3_0_open_hardware_candidate,cc_by_sa_3_0_open_hardware_candidate,cc_by_sa_3_0_open_hardware_candidate,False,pcb_056,dcdef4643478211d5c60e94739b9d3b808b90b1737347ceb3f31234a53c499e1,dcdef4643478211d5c60e94739b9d3b808b90b1737347ceb3f31234a53c499e1,True,,True,True
adafruit_metro_m0_express_2017,visualdiff,pcb_schematic,1,True,True,visualdiff/docs/adafruit_metro_m0_express/revisions/adafruit_metro_m0_express_2017.sch,True,https://github.com/adafruit/Adafruit-Metro-M0-Express-PCB.git,cc_by_sa_3_0_open_hardware_candidate,cc_by_sa_3_0_open_hardware_candidate,cc_by_sa_3_0_open_hardware_candidate,False,pcb_069,d9d52f9029c38c714729cadfd67bda67ef66ecd40844a177647fc9a66a98dd9a,d9d52f9029c38c714729cadfd67bda67ef66ecd40844a177647fc9a66a98dd9a,True,,True,True
adafruit_metro_m0_express_2019,visualdiff,pcb_schematic,5,True,True,visualdiff/docs/adafruit_metro_m0_express/revisions/adafruit_metro_m0_express_2019.sch,True,https://github.com/adafruit/Adafruit-Metro-M0-Express-PCB.git,cc_by_sa_3_0_open_hardware_candidate,cc_by_sa_3_0_open_hardware_candidate,cc_by_sa_3_0_open_hardware_candidate,False,pcb_069,dd411473ce843f8d6bd7b28ba6fb17e1616e59b301f57fbd13fb0a43ee5b62e5,dd411473ce843f8d6bd7b28ba6fb17e1616e59b301f57fbd13fb0a43ee5b62e5,True,,True,True
aquila_dev_v1.2,microtext,pcb_schematic,281,True,True,microtext/docs/aquila_dev_v1.2.pdf,True,https://developer.toradex.com/hardware/aquila-som-family/carrier-boards/aquila-development-board/,public_vendor_design_resource_candidate,public_vendor_design_resource_candidate,public_vendor_design_resource_candidate,False,pcb_077,7c9d91014d8ec5f1717dfa450e10e637f83d45a7256cac3cd9827f1ef3cffc22,7c9d91014d8ec5f1717dfa450e10e637f83d45a7256cac3cd9827f1ef3cffc22,True,license_evidence_missing,False,False
aquila_dev_v1.3,microtext,pcb_schematic,213,True,True,microtext/docs/aquila_dev_v1.3.PDF,True,https://developer.toradex.com/hardware/aquila-som-family/carrier-boards/aquila-development-board/,public_vendor_design_resource_candidate,public_vendor_design_resource_candidate,public_vendor_design_resource_candidate,False,pcb_077,20887bdeb13df08d8d4e6921fd7229d8e3add21404d46cc0e7299696fba894c6,20887bdeb13df08d8d4e6921fd7229d8e3add21404d46cc0e7299696fba894c6,True,license_evidence_missing,False,False
arch_012_1_13_third_floor_plan_second_floor_plan_first_floor_plan_grou,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_012_1_13_third_floor_plan_second_floor_plan_first_floor_plan_grou.tif,True,https://www.loc.gov/pictures/item/ak0003.sheet.00013a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_012,8bada10a146904c4424c65ed5301a2bef42fec0c9621c947eba1aa942ac69caa,8bada10a146904c4424c65ed5301a2bef42fec0c9621c947eba1aa942ac69caa,True,,True,True
arch_012_1_first_floor_plan_attic_floor_plan_second_floor_plan_section,microtext,civil_architectural,3,True,True,microtext/docs/source_intake_2026_07_31_loc_unused/arch_012_1_first_floor_plan_attic_floor_plan_second_floor_plan_section.tif,True,https://www.loc.gov/pictures/item/md0606.sheet.00001a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_012,94380775f0080806fc7d50da1c282b6cf5d3d96cb626403a472264a2a4242b16,94380775f0080806fc7d50da1c282b6cf5d3d96cb626403a472264a2a4242b16,True,,True,True
arch_012_1_first_floor_plan_second_floor_plan_basement_floor_plan_sout,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_012_1_first_floor_plan_second_floor_plan_basement_floor_plan_sout.tif,True,https://www.loc.gov/pictures/item/md0576.sheet.00001a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_012,7eb55dc3605c0155d649dab9be332f12d9bc084d9dde0774c454c3ad088e5ea8,7eb55dc3605c0155d649dab9be332f12d9bc084d9dde0774c454c3ad088e5ea8,True,,True,True
arch_012_3_evolution_1950_preliminary_first_floor_plan_1950_constructe,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_unused/arch_012_3_evolution_1950_preliminary_first_floor_plan_1950_constructe.tif,True,https://www.loc.gov/pictures/item/ms0362.sheet.00003a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_012,7f1f8f73587b9f38c808af3b633b770b4d738b2b6829a6b67632279d132b576f,7f1f8f73587b9f38c808af3b633b770b4d738b2b6829a6b67632279d132b576f,True,,True,True
arch_012_3_second_floor_plan_basement_floor_plan_observation_level_flo,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_unused/arch_012_3_second_floor_plan_basement_floor_plan_observation_level_flo.tif,True,https://www.loc.gov/pictures/item/ms0361.sheet.00003a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_012,6299ac19dc0e76828d541efbd9ab531b6f10e76e5206e7060ba6d77011250b19,6299ac19dc0e76828d541efbd9ab531b6f10e76e5206e7060ba6d77011250b19,True,,True,True
arch_013_2_lock_tender_s_shelter_south_elevation_north_elevation_east_,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_013_2_lock_tender_s_shelter_south_elevation_north_elevation_east_.tif,True,https://www.loc.gov/pictures/item/md0622.sheet.00002a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_013,5319df157b50d993279174e855bc69a101623caa548d4863e2b9409304d0381f,5319df157b50d993279174e855bc69a101623caa548d4863e2b9409304d0381f,True,,True,True
arch_013_two_and_three_bedroom_units_first_floor_plan_second_floor_pla,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_unused/arch_013_two_and_three_bedroom_units_first_floor_plan_second_floor_pla.tif,True,https://www.loc.gov/pictures/item/pa2949.sheet.00005a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_013,b5dbb155765087fa1d45d3efcb17b0f021131374ec7efd1a0e0a2d1a5537be6b,b5dbb155765087fa1d45d3efcb17b0f021131374ec7efd1a0e0a2d1a5537be6b,True,,True,True
arch_014_1_plan_section_a_a_section_b_b_section_c_c_gate_details_timbe,microtext,civil_architectural,4,True,True,microtext/docs/source_intake_2026_07_31_loc_unused/arch_014_1_plan_section_a_a_section_b_b_section_c_c_gate_details_timbe.tif,True,https://www.loc.gov/pictures/item/md0624.sheet.00001a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_014,79881729e7205546dbf5f07c0efd06e2014c84c1954ee3bcf4f15d2368548894,79881729e7205546dbf5f07c0efd06e2014c84c1954ee3bcf4f15d2368548894,True,,True,True
arch_014_cross_sections_no_1_hold_section_at_fr_24_looking_fwd_no_1_ho,microtext,civil_architectural,3,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_014_cross_sections_no_1_hold_section_at_fr_24_looking_fwd_no_1_ho.tif,True,https://www.loc.gov/pictures/item/ca3460.sheet.00006a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_014,ab7e6f696a1132ef2055fa603df641fa9ad65caa310d6476235b26cc95bc7068,ab7e6f696a1132ef2055fa603df641fa9ad65caa310d6476235b26cc95bc7068,True,,True,True
arch_014_roof_plans_section_c_c_roof_plan_roof_framing_plans_section_c,microtext,civil_architectural,3,True,True,microtext/docs/source_intake_2026_07_31_loc_unused/arch_014_roof_plans_section_c_c_roof_plan_roof_framing_plans_section_c.tif,True,https://www.loc.gov/pictures/item/md1862.sheet.00006a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_014,3e47852eb6ad98b12486c970deee2f7ad53d18a2d9a7cb23541609793da583fc,3e47852eb6ad98b12486c970deee2f7ad53d18a2d9a7cb23541609793da583fc,True,,True,True
arch_014_section_at_frame_195_section_at_frame_154_section_at_midship_,microtext,civil_architectural,3,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_014_section_at_frame_195_section_at_frame_154_section_at_midship_.tif,True,https://www.loc.gov/pictures/item/ca3458.sheet.00005a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_014,d11defb6454e7d514854339074779e3d924a92e3d103ed95eca4d27aeee7f1c2,d11defb6454e7d514854339074779e3d924a92e3d103ed95eca4d27aeee7f1c2,True,,True,True
arch_014_section_at_frame_19_looking_forward_section_at_frame_25_looki,microtext,civil_architectural,2,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_014_section_at_frame_19_looking_forward_section_at_frame_25_looki.tif,True,https://www.loc.gov/pictures/item/ca3445.sheet.00004a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_014,5078b71e081ce001276ed936e35426b16f8fa3b0dc93cfeefeda48dd0ddfe84a,5078b71e081ce001276ed936e35426b16f8fa3b0dc93cfeefeda48dd0ddfe84a,True,,True,True
arch_016_1_statement_of_significance_location_plan_floor_plan_roof_pla,microtext,civil_architectural,3,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_016_1_statement_of_significance_location_plan_floor_plan_roof_pla.tif,True,https://www.loc.gov/pictures/item/la0775.sheet.00001a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_016,85513b332cf571c21dd5c0f151348910e1163bcf65e22721273b3bc9d5db8cb8,85513b332cf571c21dd5c0f151348910e1163bcf65e22721273b3bc9d5db8cb8,True,,True,True
arch_016_1_statement_of_significance_site_plan_floor_plan_elevations_s,microtext,civil_architectural,3,True,True,microtext/docs/source_intake_2026_07_31_loc_master_wave2/arch_016_1_statement_of_significance_site_plan_floor_plan_elevations_s.tif,True,https://www.loc.gov/pictures/item/al1385.sheet.00001a/,public_domain_us_federal_candidate,public_domain_us_federal_candidate,public_domain_us_federal_candidate,False,arch_016,652254a5b31dce1575cc230b922ef52260e98e56f44230b2e0caccbdb6330aa5,652254a5b31dce1575cc230b922ef52260e98e56f44230b2e0caccbdb6330aa5,True,,True,True
